C1	STARTS	ENDS	C2	CHR	STRAND	EXONTYPE	GID	GNAME	GBIOTYPE	EXMINL	EXMAXL	MINDISTC1START	MINDISTENDC2	EXON_ID	TOTALN_EXONS
21232830	21244245	21244288	21244380+21244620+21244647+21245925+21246479	chr20	+	slst_vts	ENSG00000088970	kiz	protein_coding	44	44	11414	91	19	22
21229115	21230843	21230997	21232734	chr20	+	vts	ENSG00000088970	kiz	protein_coding	155	155	1727	1736	20	22
21244288+21244441+21244520+21244764+21244798+21246039	21246479	21246622	NA	chr20	+	lst	ENSG00000088970	kiz	protein_coding	144	144	439	-21246623	21	22
21126204	21131864	21131957	21132097	chr20	+	vts	ENSG00000088970	kiz	protein_coding	94	94	5659	139	22	22
151338859+151339608	151340596	151340760+151340853	151384692	chr3	-	frst_sfrst_slst_vts	ENSG00000169313	p2ry12	protein_coding	165	258	987	43838	4	4
NA	151337380+151338158	151338859	151339451+151340596	chr3	-	lst	ENSG00000169313	p2ry12	protein_coding	702	1480	151337379	591	3	4
151338859	151339451	151339608	151340596	chr3	-	vts	ENSG00000169313	p2ry12	protein_coding	158	158	591	987	2	4
151340760+151340853	151384692	151384812	NA	chr3	-	frst	ENSG00000169313	p2ry12	protein_coding	121	121	43838	-151384813	1	4
3627653	3628409	3630127	NA	chr1	+	lst	ENSG00000158109	tprg1l	protein_coding	1719	1719	755	-3630128	1	5
3625515	3625713	3625889	3627500	chr1	+	vts	ENSG00000158109	tprg1l	protein_coding	177	177	197	1610	2	5
NA	3625050	3625273	3625424	chr1	+	frst	ENSG00000158109	tprg1l	protein_coding	224	224	3625049	150	3	5
3625515+3625889	3627500	3627653	3628409	chr1	+	slst	ENSG00000158109	tprg1l	protein_coding	154	154	1610	755	4	5
3625273	3625424+3625432	3625515	3625713+3627500	chr1	+	sfrst_vts	ENSG00000158109	tprg1l	protein_coding	84	92	150	197	5	5
105190155	105195261	105195349	105195445	chr12	-	intr_vts	ENSG00000136044	appl2	protein_coding	89	89	5105	95	23	23
105208199	105211230	105211317	105217069	chr12	-	intr_vts	ENSG00000136044	appl2	protein_coding	88	88	3030	5751	22	23
105199524+105199531	105203703	105203785	105207061	chr12	-	intr_vts	ENSG00000136044	appl2	protein_coding	83	83	4171	3275	21	23
105195501	105195585	105195627	105197765	chr12	-	intr_vts	ENSG00000136044	appl2	protein_coding	43	43	83	2137	20	23
NA	105173296+105173297	105174448	105176035	chr12	-	lst	ENSG00000136044	appl2	protein_coding	1152	1153	105173296	1586	19	23
105189824	105189991	105190155	105195261	chr12	-	intr_vts	ENSG00000136044	appl2	protein_coding	165	165	166	5105	18	23
105176082	105176669+105176876+105176914	105177016	105177110+105177226	chr12	-	intr_vts	ENSG00000136044	appl2	protein_coding	103	348	586	93	17	23
105195349	105195445	105195501	105195585	chr12	-	intr_vts	ENSG00000136044	appl2	protein_coding	57	57	95	83	16	23
105177262	105188273	105188447	105189772	chr12	-	intr_slst_vts	ENSG00000136044	appl2	protein_coding	175	175	11010	1324	15	23
105211317	105217069	105217140	105217666	chr12	-	intr_vts	ENSG00000136044	appl2	protein_coding	72	72	5751	525	14	23
105177016	105177110+105177226	105177262	105188273	chr12	-	intr_lst_vts	ENSG00000136044	appl2	protein_coding	37	153	93	11010	13	23
105229223+105231644+105233154	105235959	105236203+105236238	NA	chr12	-	frst	ENSG00000136044	appl2	protein_coding	245	280	2804	-105236239	12	23
105174448	105176035	105176082	105176669+105176876	chr12	-	slst_vts	ENSG00000136044	appl2	protein_coding	48	48	1586	586	11	23
105217140	105217666	105217725	105229125	chr12	-	intr_vts	ENSG00000136044	appl2	protein_coding	60	60	525	11399	10	23
105188447	105189772	105189824	105189991	chr12	-	intr_vts	ENSG00000136044	appl2	protein_coding	53	53	1324	166	9	23
105217725+105217935	105229125	105229223	105231369+105233091+105235959	chr12	-	sfrst_vts	ENSG00000136044	appl2	protein_coding	99	99	11189	2145	8	23
105203785	105207061	105207207	105207971	chr12	-	intr_vts	ENSG00000136044	appl2	protein_coding	147	147	3275	763	7	23
105208029	105208158	105208199	105211230	chr12	-	intr_vts	ENSG00000136044	appl2	protein_coding	42	42	128	3030	6	23
105207207	105207971	105208029	105208158	chr12	-	intr_vts	ENSG00000136044	appl2	protein_coding	59	59	763	128	5	23
105195627	105197765	105197953	105199373	chr12	-	intr_vts	ENSG00000136044	appl2	protein_coding	189	189	2137	1419	4	23
105197875+105197880+105197953	105199373+105199396	105199524+105199531	105203703	chr12	-	intr_vts	ENSG00000136044	appl2	protein_coding	129	159	1419	4171	3	23
105229223+105231644	105233091	105233154	NA	chr12	-	frst	ENSG00000136044	appl2	protein_coding	64	64	1446	-105233155	2	23
105229223	105231369	105231644	105233091+105235959	chr12	-	vts	ENSG00000136044	appl2	protein_coding	276	276	2145	1446	1	23
185517162	185519142	185519309	185524071	chr3	-	intr_vts	ENSG00000163898	liph	protein_coding	168	168	1979	4761	12	12
185533679	185534765	185535132	185544702+185546877+185552423	chr3	-	sfrst_vts	ENSG00000163898	liph	protein_coding	368	368	1085	9569	11	12
NA	185506262+185508066	185508877	185511524	chr3	-	lst	ENSG00000163898	liph	protein_coding	812	2616	185506261	2646	10	12
185535132+185544805	185546877	185546972	185552423	chr3	-	vts	ENSG00000163898	liph	protein_coding	96	96	2071	5450	9	12
185524160	185527463+185527484	185527585	185533571	chr3	-	intr_vts	ENSG00000163898	liph	protein_coding	102	123	3302	5985	8	12
185535132+185544805+185546972	185552423	185552558+185552613	NA	chr3	-	frst	ENSG00000163898	liph	protein_coding	136	191	5450	-185552614	7	12
185511697	185514410	185514521	185517067	chr3	-	intr	ENSG00000163898	liph	protein_coding	112	112	2712	2545	6	12
185519309	185524071	185524160	185527463+185527484+185533571	chr3	-	intr_vts	ENSG00000163898	liph	protein_coding	90	90	4761	3302	5	12
185514521	185517067	185517162	185519142	chr3	-	intr_vts	ENSG00000163898	liph	protein_coding	96	96	2545	1979	4	12
185524160+185527585	185533571	185533679	185534765	chr3	-	intr	ENSG00000163898	liph	protein_coding	109	109	5985	1085	3	12
185508877	185511524	185511697	185514410	chr3	-	slst_vts	ENSG00000163898	liph	protein_coding	174	174	2646	2712	2	12
185535132	185544702	185544805	185546877+185552423	chr3	-	vts	ENSG00000163898	liph	protein_coding	104	104	9569	2071	1	12
48966305	48966578	48966676	48966761	chrX	-	intr_vts	ENSG00000102057	kcnd1	protein_coding	99	99	272	84	8	8
48966676	48966761	48966844	48966944	chrX	-	intr_vts	ENSG00000102057	kcnd1	protein_coding	84	84	84	99	7	8
48967106+48968316	48969151	48971569	NA	chrX	-	frst	ENSG00000102057	kcnd1	protein_coding	2419	2419	834	-48971570	6	8
48962806	48964897	48965012	48966055	chrX	-	vts	ENSG00000102057	kcnd1	protein_coding	116	116	2090	1042	5	8
48962806+48965012	48966055	48966305	48966578	chrX	-	slst_vts	ENSG00000102057	kcnd1	protein_coding	251	251	1042	272	4	8
48966844	48966944	48967106	48967651+48968929+48969151	chrX	-	sfrst_vts	ENSG00000102057	kcnd1	protein_coding	163	163	99	544	3	8
NA	48961386	48962806	48964897+48966055	chrX	-	lst	ENSG00000102057	kcnd1	protein_coding	1421	1421	48961385	2090	2	8
48967106	48967651	48968316	48968929	chrX	-	vts	ENSG00000102057	kcnd1	protein_coding	666	666	544	612	1	8
42868164	42868578	42869347	NA	chr17	+	lst	ENSG00000260105	aoc4p	transcribed_unprocessed_pseudogene	770	770	413	-42869348	1	2
NA	42867547	42868164	42868578	chr17	+	frst	ENSG00000260105	aoc4p	transcribed_unprocessed_pseudogene	618	618	42867546	413	2	2
218901171+218906568	218906839	218907046	218921690+218927127+218927163	chr2	-	slst_vts	ENSG00000228135	linc01494	antisense	208	208	270	14643	6	6
218901171	218906403	218906568	218906839	chr2	-	vts	ENSG00000228135	linc01494	antisense	166	166	5231	270	5	6
NA	218900811	218901171	218906403+218906839	chr2	-	lst	ENSG00000228135	linc01494	antisense	361	361	218900810	5231	4	6
218927254	218930358	218930636	NA	chr2	-	frst	ENSG00000228135	linc01494	antisense	279	279	3103	-218930637	3	6
218901171+218906568+218907046	218921690	218921760	218927127+218927163	chr2	-	intr_vts	ENSG00000228135	linc01494	antisense	71	71	14643	5366	2	6
218921760	218927163	218927254	218930358	chr2	-	sfrst_vts	ENSG00000228135	linc01494	antisense	92	92	5402	3103	1	6
107028271+107030002+107030107	107039749	107040230	107040381+107044260	chr6	+	sfrst_vts	ENSG00000130349	c6orf203	protein_coding	482	482	9641	150	1	6
107044332	107051057	107051342	NA	chr6	+	lst	ENSG00000130349	c6orf203	protein_coding	286	286	6724	-107051343	2	6
NA	107028213	107028271	107030025+107039749	chr6	+	frst	ENSG00000130349	c6orf203	protein_coding	59	59	107028212	1753	3	6
107030002	107030025	107030107	107039749	chr6	+	vts	ENSG00000130349	c6orf203	protein_coding	83	83	22	9641	4	6
107040230+107040462+107040524	107044260	107044332	107051057	chr6	+	slst_vts	ENSG00000130349	c6orf203	protein_coding	73	73	3735	6724	5	6
107040188+107040230	107040381	107040462+107040524	107044260	chr6	+	vts	ENSG00000130349	c6orf203	protein_coding	82	144	150	3735	6	6
75411103	75415197	75415235	75416876	chr5	-	vts	ENSG00000113163	col4a3bp	protein_coding	39	39	4093	1640	22	22
75411103+75415235	75416876	75417033	75419195+75419341	chr5	-	intr_vts	ENSG00000113163	col4a3bp	protein_coding	158	158	1640	2161	21	22
75426478+75448178	75459065	75459112+75459181	75505982	chr5	-	intr_vts	ENSG00000113163	col4a3bp	protein_coding	48	117	10886	46800	20	22
75459112+75459181	75505982	75506116	75511112+75511117	chr5	-	sfrst_vts	ENSG00000113163	col4a3bp	protein_coding	135	135	46800	4995	19	22
75389687	75399310	75399387	75400205	chr5	-	vts	ENSG00000113163	col4a3bp	protein_coding	78	78	9622	817	18	22
75374191	75379337+75379419	75379473	75381072+75381145	chr5	-	slst_vts	ENSG00000113163	col4a3bp	protein_coding	55	137	5145	1598	17	22
75389687+75399387	75400205	75400291+75400297	75402675+75402972	chr5	-	intr_vts	ENSG00000113163	col4a3bp	protein_coding	87	93	817	2377	16	22
75426478	75448119	75448178	75459065	chr5	-	vts	ENSG00000113163	col4a3bp	protein_coding	60	60	21640	10886	15	22
75417033	75419195	75419239	75419341	chr5	-	vts	ENSG00000113163	col4a3bp	protein_coding	45	45	2161	101	14	22
75382077	75384642	75384712	75385902	chr5	-	intr_vts	ENSG00000113163	col4a3bp	protein_coding	71	71	2564	1189	13	22
75419424+75419864	75425361	75425499	75426371	chr5	-	intr_vts	ENSG00000113163	col4a3bp	protein_coding	139	139	5496	871	12	22
75386034	75389592	75389687	75399310+75400205	chr5	-	intr_vts	ENSG00000113163	col4a3bp	protein_coding	96	96	3557	9622	11	22
75425499	75426371	75426478	75448119+75459065	chr5	-	intr_vts	ENSG00000113163	col4a3bp	protein_coding	108	108	871	21640	10	22
75506116	75511112+75511117	75511275+75511378+75511629	75511759	chr5	-	frst_vts	ENSG00000113163	col4a3bp	protein_coding	159	518	4995	129	9	22
75381201	75381949	75382077	75384642	chr5	-	intr_vts	ENSG00000113163	col4a3bp	protein_coding	129	129	747	2564	8	22
75368658	75373106+75374158	75374191	75379337+75379419	chr5	-	lst_vts	ENSG00000113163	col4a3bp	protein_coding	34	1086	4447	5145	7	22
75400297	75402675	75402792	75402972	chr5	-	vts	ENSG00000113163	col4a3bp	protein_coding	118	118	2377	179	6	22
75379473	75381072+75381145	75381201	75381949	chr5	-	intr_vts	ENSG00000113163	col4a3bp	protein_coding	57	130	1598	747	5	22
75400291+75400297+75402792	75402972	75403058	75411011	chr5	-	intr_vts	ENSG00000113163	col4a3bp	protein_coding	87	87	179	7952	4	22
75403058	75411011	75411103	75415197+75416876	chr5	-	intr_vts	ENSG00000113163	col4a3bp	protein_coding	93	93	7952	4093	3	22
75384712	75385902	75386034	75389592	chr5	-	intr_vts	ENSG00000113163	col4a3bp	protein_coding	133	133	1189	3557	2	22
75417033+75419239	75419341	75419424	75425361	chr5	-	intr_vts	ENSG00000113163	col4a3bp	protein_coding	84	84	101	5936	1	22
6828487	6828622	6828708	6828815	chr19	+	intr_vts	ENSG00000141968	vav1	protein_coding	87	87	134	106	1	28
6825121	6825303	6825406	6826612	chr19	+	intr_vts	ENSG00000141968	vav1	protein_coding	104	104	181	1205	2	28
6822329	6822419	6822514	6825053	chr19	+	intr_vts	ENSG00000141968	vav1	protein_coding	96	96	89	2538	3	28
6848114	6850670	6850757	6852965	chr19	+	intr_vts	ENSG00000141968	vav1	protein_coding	88	88	2555	2207	4	28
6829918	6832091	6832200	6833184	chr19	+	intr_vts	ENSG00000141968	vav1	protein_coding	110	110	2172	983	5	28
6825406	6826612	6826711	6828076	chr19	+	intr_vts	ENSG00000141968	vav1	protein_coding	100	100	1205	1364	6	28
6773011+6784241	6820702	6820818	6821622	chr19	+	sfrst_vts	ENSG00000141968	vav1	protein_coding	117	117	36460	803	7	28
6836568+6837050	6843135	6843166	6847998	chr19	+	intr	ENSG00000141968	vav1	protein_coding	32	32	6084	4831	8	28
6854098	6857054	6857107+6857366	NA	chr19	+	lst	ENSG00000141968	vav1	protein_coding	54	313	2955	-6857367	9	28
6833733	6833908	6833953	6836432	chr19	+	intr_vts	ENSG00000141968	vav1	protein_coding	46	46	174	2478	10	28
6821859	6822221	6822329	6822419	chr19	+	intr_vts	ENSG00000141968	vav1	protein_coding	109	109	361	89	11	28
6853079	6853947	6854098	6857054	chr19	+	slst_vts	ENSG00000141968	vav1	protein_coding	152	152	867	2955	12	28
6821680	6821791	6821859	6822221	chr19	+	intr_vts	ENSG00000141968	vav1	protein_coding	69	69	110	361	13	28
6833285	6833528	6833625	6833711	chr19	+	intr	ENSG00000141968	vav1	protein_coding	98	98	242	85	14	28
NA	6784118	6784241	6820702	chr19	+	frst	ENSG00000141968	vav1	protein_coding	124	124	6784117	36460	15	28
NA	6772714+6772726	6773011	6784118+6820702	chr19	+	frst	ENSG00000141968	vav1	protein_coding	286	298	6772713	11106	16	28
6832200	6833184	6833285	6833528	chr19	+	intr_vts	ENSG00000141968	vav1	protein_coding	102	102	983	242	17	28
6828171	6828419	6828487	6828622	chr19	+	intr_vts	ENSG00000141968	vav1	protein_coding	69	69	247	134	18	28
6850757	6852965	6853079	6853947	chr19	+	intr_vts	ENSG00000141968	vav1	protein_coding	115	115	2207	867	19	28
6822514	6825053	6825121	6825303	chr19	+	intr_vts	ENSG00000141968	vav1	protein_coding	69	69	2538	181	20	28
6820818	6821622	6821680	6821791	chr19	+	intr_vts	ENSG00000141968	vav1	protein_coding	59	59	803	110	21	28
6833625	6833711	6833733	6833908	chr19	+	intr_vts	ENSG00000141968	vav1	protein_coding	23	23	85	174	22	28
6828900	6829786	6829918	6832091	chr19	+	intr_vts	ENSG00000141968	vav1	protein_coding	133	133	885	2172	23	28
6828708	6828815	6828900	6829786	chr19	+	intr_vts	ENSG00000141968	vav1	protein_coding	86	86	106	885	24	28
6826711	6828076	6828171	6828419	chr19	+	intr_vts	ENSG00000141968	vav1	protein_coding	96	96	1364	247	25	28
6836568	6836985+6837032	6837050	6843135	chr19	+	intr_vts	ENSG00000141968	vav1	protein_coding	19	66	416	6084	26	28
6833953	6836432	6836561+6836568	6836985+6837032+6843135	chr19	+	intr_vts	ENSG00000141968	vav1	protein_coding	130	137	2478	416	27	28
6843166	6847998	6848114	6850670	chr19	+	intr_vts	ENSG00000141968	vav1	protein_coding	117	117	4831	2555	28	28
66379547	66386809	66387097	66388324	chr16	+	sfrst_intr_vts	ENSG00000179776	cdh5	protein_coding	289	289	7261	1226	1	14
66387097	66388324	66388440	66389358	chr16	+	intr_vts	ENSG00000179776	cdh5	protein_coding	117	117	1226	917	2	14
66401016	66402652	66404782+66404786	NA	chr16	+	lst	ENSG00000179776	cdh5	protein_coding	2131	2135	1635	-66404787	3	14
66389522	66390403	66390590	66392136	chr16	+	intr_slst_vts	ENSG00000179776	cdh5	protein_coding	188	188	880	1545	4	14
66396201	66397982	66398106	66398456	chr16	+	intr_vts	ENSG00000179776	cdh5	protein_coding	125	125	1780	349	5	14
66390590	66392136	66392306+66392383+66392985	66395704+66396059+66397967+66397982+66398456	chr16	+	intr_lst_vts	ENSG00000179776	cdh5	protein_coding	171	850	1545	2718	6	14
66392306+66392383+66392985+66395064+66395822+66396201+66398106	66398456	66398561	66400771	chr16	+	intr_vts	ENSG00000179776	cdh5	protein_coding	106	106	349	2209	7	14
NA	66366622+66366630	66366758	66368643+66368680+66379225+66379319	chr16	+	frst	ENSG00000179776	cdh5	protein_coding	129	137	66366621	1884	8	14
66366758	66368643+66368680	66368752	66379225+66379319	chr16	+	vts	ENSG00000179776	cdh5	protein_coding	73	110	1884	10472	9	14
66388440	66389358	66389522	66390403	chr16	+	intr_vts	ENSG00000179776	cdh5	protein_coding	165	165	917	880	10	14
66392383+66392985+66395064+66395822	66396059	66396201	66397967+66397982	chr16	+	intr_vts	ENSG00000179776	cdh5	protein_coding	143	143	236	1765	11	14
66398561	66400771	66401016	66402652	chr16	+	slst_vts	ENSG00000179776	cdh5	protein_coding	246	246	2209	1635	12	14
66395064	66395704	66395822	66396059	chr16	+	vts	ENSG00000179776	cdh5	protein_coding	119	119	639	236	13	14
66366758+66368752+66376600	66379225+66379319	66379547	66386809	chr16	+	frst_sfrst_vts	ENSG00000179776	cdh5	protein_coding	229	323	2624	7261	14	14
NA	23466571	23467163+23467749	23469512+23470514	chr13	+	frst	ENSG00000232977	linc00327	lincRNA	593	1179	23466570	1762	1	5
23467163+23467749+23470191	23470514	23470642+23470690	23482463+23486235	chr13	+	sfrst_slst_lst_vts	ENSG00000232977	linc00327	lincRNA	129	177	322	11772	2	5
23470690	23482463	23482499	23486235	chr13	+	vts	ENSG00000232977	linc00327	lincRNA	37	37	11772	3735	3	5
NA	23469512	23470191	23470514	chr13	+	frst	ENSG00000232977	linc00327	lincRNA	680	680	23469511	322	4	5
23470690+23482499	23486235	23487464	NA	chr13	+	lst	ENSG00000232977	linc00327	lincRNA	1230	1230	3735	-23487465	5	5
88664491	88665479	88665559	88667287+88667291	chr10	+	sfrst_vts	ENSG00000182333	lipf	protein_coding	81	81	987	1727	1	11
88664491+88665559	88667287	88667402	88667569	chr10	+	sfrst_intr_vts	ENSG00000182333	lipf	protein_coding	116	116	1727	166	2	11
88673734	88675586	88675657	88676209	chr10	+	intr_vts	ENSG00000182333	lipf	protein_coding	72	72	1851	551	3	11
88669946	88671829	88671965	88673588	chr10	+	intr_vts	ENSG00000182333	lipf	protein_coding	137	137	1882	1622	4	11
88667402	88667569	88667686	88668558+88668657	chr10	+	intr_slst_vts	ENSG00000182333	lipf	protein_coding	118	118	166	871	5	11
NA	88664442+88664457+88664458	88664491	88665479+88667287	chr10	+	frst	ENSG00000182333	lipf	protein_coding	34	50	88664441	987	6	11
88675657	88676209	88676280	88678445	chr10	+	slst_vts	ENSG00000182333	lipf	protein_coding	72	72	551	2164	7	11
88667686	88668558+88668657	88668756+88669538	88669837	chr10	+	intr_lst_vts	ENSG00000182333	lipf	protein_coding	100	981	871	298	8	11
88676280	88678445	88678814	NA	chr10	+	lst	ENSG00000182333	lipf	protein_coding	370	370	2164	-88678815	9	11
88668756+88669538	88669837	88669946	88671829	chr10	+	intr_vts	ENSG00000182333	lipf	protein_coding	110	110	298	1882	10	11
88671965	88673588	88673734	88675586	chr10	+	intr_vts	ENSG00000182333	lipf	protein_coding	147	147	1622	1851	11	11
106512812+106518936	106534843	106535114	NA	chr13	-	frst	ENSG00000125266	efnb2	protein_coding	272	272	15906	-106535115	6	6
106495840	106512529	106512812	106518821+106520941+106534843	chr13	-	sfrst_vts	ENSG00000125266	efnb2	protein_coding	284	284	16688	6008	5	6
106494994	106495748	106495840	106512529	chr13	-	intr_vts	ENSG00000125266	efnb2	protein_coding	93	93	753	16688	4	6
106493428	106494881	106494994	106495748	chr13	-	slst_vts	ENSG00000125266	efnb2	protein_coding	114	114	1452	753	3	6
106512812	106518821	106518936	106520941	chr13	-	vts	ENSG00000125266	efnb2	protein_coding	116	116	6008	2004	2	6
NA	106489731	106493428	106494881	chr13	-	lst	ENSG00000125266	efnb2	protein_coding	3698	3698	106489730	1452	1	6
10069824	10071246	10071373+10073019	NA	chr4	-	frst_vts	ENSG00000261490	rp11-448g15.3	sense_overlapping	128	1774	1421	-10073020	2	2
NA	10068089	10069824	10071246	chr4	-	lst	ENSG00000261490	rp11-448g15.3	sense_overlapping	1736	1736	10068088	1421	1	2
19975787	19975871	19976061	19979260	chr20	+	vts	ENSG00000132669	rin2	protein_coding	191	191	83	3198	1	13
19935199	19956615	19956807	19960700	chr20	+	sfrst_intr_vts	ENSG00000132669	rin2	protein_coding	193	193	21415	3892	2	13
19956807	19960700	19960811	19964952+19970838+19974654+19975871+19979260+19990006	chr20	+	intr_vts	ENSG00000132669	rin2	protein_coding	112	112	3892	4140	3	13
19889658	19934570	19934621	19935099	chr20	+	vts	ENSG00000132669	rin2	protein_coding	52	52	44911	477	4	13
19960811+19965024	19970838	19970929	19974654	chr20	+	intr_vts	ENSG00000132669	rin2	protein_coding	92	92	5813	3724	5	13
19889658+19934621	19935099+19935125	19935199	19956615	chr20	+	frst_sfrst_vts	ENSG00000132669	rin2	protein_coding	75	101	477	21415	6	13
19996842	20000613	20001348+20002457	NA	chr20	+	lst	ENSG00000132669	rin2	protein_coding	736	1845	3770	-20002458	7	13
19970929	19974654	19975787	19975871+19979260+19990006	chr20	+	intr_vts	ENSG00000132669	rin2	protein_coding	1134	1134	3724	83	8	13
19960811	19964952	19965024	19970838	chr20	+	vts	ENSG00000132669	rin2	protein_coding	73	73	4140	5813	9	13
19960811+19965024+19970929+19975787+19976061	19990006	19990311	19992168	chr20	+	intr_vts	ENSG00000132669	rin2	protein_coding	306	306	13944	1856	10	13
19889424	19889566	19889658	19934570+19935099	chr20	+	frst_vts	ENSG00000132669	rin2	protein_coding	93	93	141	44911	11	13
19992299	19996679	19996842	20000613	chr20	+	slst_vts	ENSG00000132669	rin2	protein_coding	164	164	4379	3770	12	13
19990311	19992168	19992299	19996679	chr20	+	intr_vts	ENSG00000132669	rin2	protein_coding	132	132	1856	4379	13	13
100166394	100167738	100167840	100170356+100171839	chr3	+	vts	ENSG00000184220	cmss1	protein_coding	103	103	1343	2515	1	20
99818043+99818472+99989730+100004149	100004364	100004532	100010131+100011703+100023319+100025428+100039775+100051232+100141530+100146973+100146976	chr3	+	vts	ENSG00000184220	cmss1	protein_coding	169	169	214	5598	2	20
99818043+99818472+99989730+100004149+100004532+100010180	100011703	100011758	100023319	chr3	+	sfrst_vts	ENSG00000184220	cmss1	protein_coding	56	56	1522	11560	3	20
100025558	100039775	100041396	NA	chr3	+	lst	ENSG00000184220	cmss1	protein_coding	1622	1622	14216	-100041397	4	20
100160501	100162303	100162432	100166335	chr3	+	vts	ENSG00000184220	cmss1	protein_coding	130	130	1801	3902	5	20
100167840+100170358	100171839	100171899	100172316	chr3	+	vts	ENSG00000184220	cmss1	protein_coding	61	61	1480	416	6	20
100167840	100170356	100170358	100171839+100172316+100176327+100178305	chr3	+	vts	ENSG00000184220	cmss1	protein_coding	3	3	2515	1480	7	20
100162432	100166335	100166394	100167738	chr3	+	vts	ENSG00000184220	cmss1	protein_coding	60	60	3902	1343	8	20
99818043+99818472+99989730+100004149+100004532+100010180+100011758+100016278+100023522+100025558+100041396	100051232	100051306	100141530+100146973+100146976	chr3	+	vts	ENSG00000184220	cmss1	protein_coding	75	75	9835	90223	9	20
100172403	100176327	100176415	100178305	chr3	+	vts	ENSG00000184220	cmss1	protein_coding	89	89	3923	1889	10	20
99818043+99818472+99989730	100004031	100004149	100004364+100010131+100011703+100023319+100025428+100039775+100051232+100141530+100146973+100146976+100160430+100162303	chr3	+	vts	ENSG00000184220	cmss1	protein_coding	119	119	14300	214	11	20
NA	99817912	99818043	99989706+100004031+100004364+100010131+100011703	chr3	+	frst	ENSG00000184220	cmss1	protein_coding	132	132	99817911	171662	12	20
